score_type,distance_bin,distance_min,distance_max,pair_count,metric,count,pearson,spearman
geometric_depth,4,0.12359204024692351,0.14326579947729962,128000,scaling_l2,128000,-0.05212901905179024,-0.12164087855479559
geometric_depth,4,0.12359204024692351,0.14326579947729962,128000,offset_l2,128000,-0.042938560247421265,-0.04732768328783995
geometric_depth,5,0.14326579947729962,0.1661324443943163,127999,feature_cosine,127999,0.05606406182050705,0.05753179388384083
geometric_depth,5,0.14326579947729962,0.1661324443943163,127999,feature_l2,127999,-0.009164780378341675,-0.008866495312072724
geometric_depth,5,0.14326579947729962,0.1661324443943163,127999,scaling_l2,127999,-0.03506966680288315,-0.09663429985730365
geometric_depth,5,0.14326579947729962,0.1661324443943163,127999,offset_l2,127999,-0.03179445490241051,-0.036570397712331094
geometric_depth,6,0.1661324443943163,0.19532020276720455,128001,feature_cosine,128001,0.058656394481658936,0.061437569152866196
geometric_depth,6,0.1661324443943163,0.19532020276720455,128001,feature_l2,128001,-0.031038552522659302,-0.029587006304498818
geometric_depth,6,0.1661324443943163,0.19532020276720455,128001,scaling_l2,128001,-0.010482081212103367,-0.07024114213204558
geometric_depth,6,0.1661324443943163,0.19532020276720455,128001,offset_l2,128001,-0.015287844464182854,-0.022175941007933058
geometric_depth,7,0.19532020276720455,0.23764478055770272,128000,feature_cosine,128000,0.07882443070411682,0.08436853304840679
geometric_depth,7,0.19532020276720455,0.23764478055770272,128000,feature_l2,128000,-0.06323792040348053,-0.06381506099263784
geometric_depth,7,0.19532020276720455,0.23764478055770272,128000,scaling_l2,128000,-0.012564585544168949,-0.06731422029826062
geometric_depth,7,0.19532020276720455,0.23764478055770272,128000,offset_l2,128000,-0.01801888272166252,-0.024541884641042688
geometric_depth,8,0.23764478055770272,0.32916553207501154,128000,feature_cosine,128000,0.035627976059913635,0.04379652177259673
geometric_depth,8,0.23764478055770272,0.32916553207501154,128000,feature_l2,128000,-0.08047682046890259,-0.08094471700369153
geometric_depth,8,0.23764478055770272,0.32916553207501154,128000,scaling_l2,128000,-0.03111550211906433,-0.056119509015519556
geometric_depth,8,0.23764478055770272,0.32916553207501154,128000,offset_l2,128000,-0.03836587443947792,-0.05148701995947863
geometric_depth,9,0.32916553207501154,81.25613969714364,128000,feature_cosine,128000,0.0725005492568016,0.029440228088327032
geometric_depth,9,0.32916553207501154,81.25613969714364,128000,feature_l2,128000,-0.04152584448456764,-0.019763045429984763
geometric_depth,9,0.32916553207501154,81.25613969714364,128000,scaling_l2,128000,-0.4660215377807617,-0.27004608921133333
geometric_depth,9,0.32916553207501154,81.25613969714364,128000,offset_l2,128000,-0.11528569459915161,-0.15545213052058804
geometric_composite,0,0.004999637603759766,0.05873670041940201,127983,feature_cosine,127983,0.15273144841194153,0.15719588032223056
geometric_composite,0,0.004999637603759766,0.05873670041940201,127983,feature_l2,127983,-0.11812978237867355,-0.12156728269173653
geometric_composite,0,0.004999637603759766,0.05873670041940201,127983,scaling_l2,127983,-0.00811184011399746,-0.04747851679171843
geometric_composite,0,0.004999637603759766,0.05873670041940201,127983,offset_l2,127983,-0.07476678490638733,-0.0770779477207002
geometric_composite,1,0.05873670041940201,0.08411306654257075,128012,feature_cosine,128012,0.08207085728645325,0.08350676645503205
geometric_composite,1,0.05873670041940201,0.08411306654257075,128012,feature_l2,128012,-0.047017522156238556,-0.048296275985387625
geometric_composite,1,0.05873670041940201,0.08411306654257075,128012,scaling_l2,128012,0.039619624614715576,0.012188564507491497
geometric_composite,1,0.05873670041940201,0.08411306654257075,128012,offset_l2,128012,-0.05868186429142952,-0.06503444902334073
geometric_composite,2,0.08411306654257075,0.10511898202323604,128000,feature_cosine,128000,0.07080821692943573,0.0700598441742144
